id,traditional,pinyin,english,topic,topic_english,part_of_speech,level,simplified,relative_freq_pct
6402,納入,"nàrù ",incorporate,,,(VS),5,纳入,0.00293537
6403,納稅,"nàshuì ",pay taxes,,,(VA),5,纳税,0.00150373
6404,乃,"năi ",So,,,(Adv),5,乃,0.00414332
6405,耐,"nài ",Resistant,,,(VS),5,耐,0.0036435
6406,耐力,"nàilì ",endurance,,,(N),5,耐力,0.000303655
6407,男方,"nánfāng ",man,,,(N),5,男方,0.000313523
6408,南極洲,nánjízhōu,Antarctica,,,(N),5,南极洲,0.0000473899
6409,難度,"nándù ",difficulty,,,(N),5,难度,0.00360001
6410,難關,"nánguān ",Difficulties,,,(N),5,难关,0.000387664
6411,難免,"nánmiăn ",inevitable,,,(VS),5,难免,0.00157987
6412,難題,"nántí ",problem,,,(N),5,难题,0.00246806
6413,難民,nànmín,refugee,,,(N),5,难民,0.000546696
6414,囊括,"nángguā ",include,,,(VA),5,囊括,0.000301111
6415,腦海,"năohăi ",mind,,,(N),5,脑海,0.00112839
6416,腦力,"năolì ",brainpower,,,(N),5,脑力,0.000261544
6417,內閣,"nèigé ",cabinet,,,(N),5,内阁,0.0013308
6418,內涵,"nèihán ",connotation,,,(N),5,内涵,0.00282829
6419,內銷,"nèixiāo ",Domestic sales,,,(VA),5,内销,0.000151549
6420,內在,nèizài,inner,,,(N),5,内在,0.00213439
6421,內戰,"nèizhàn ",civil war,,,(N),5,内战,0.000512504
6422,內政,"nèizhèng ",internal affairs,,,(N),5,内政,0.000514289
6423,能量,"néngliàng ",energy,,,(N),5,能量,0.00344104
6424,擬,"nǐ ",plan,,,(VA),5,拟,0.0033304
6425,擬定,"nǐdìng ",draw up,,,(VA),5,拟定,0.000558189
6426,膩,"nì ",greasy,,,(VS),5,腻,0.000926389
6427,念頭,niàntou,idea,,,(N),5,念头,0.00146774
6428,娘,"niáng ",mother,,,(N),5,娘,0.00450396
6429,娘家,"niángjiā ",natal family,,,(N),5,娘家,0.000482821
6430,凝固,"nínggù ",solidification,,,(VS),5,凝固,0.000581271
6431,凝結,"níngjié ",condensation,,,(VA),5,凝结,0.00033286
6432,凝聚,"níngjù ",condense,,,(VA),5,凝聚,0.00101
6433,凝視,"níngshì ",gaze,,,(VA),5,凝视,0.000466123
6434,扭轉,"niŭzhuăn ",twist,,,(VA),5,扭转,0.00104257
6435,農具,"nóngjù ",farm tools,,,(N),5,农具,0.000518548
6436,農田,"nóngtián ",farmland,,,(N),5,农田,0.000925603
6437,農作物,"nóngzuòwù ",crop,,,(N),5,农作物,0.000635182
6438,弄錯,"nòngcuò ",mistake,,,(VA),5,弄错,0.00014149
6439,奴隸,"núlì ",slave,,,(N),5,奴隶,0.000647531
6440,怒氣,"nùqì ",anger,,,(N),5,怒气,0.000263308
6441,挪,"nuó ",move,,,(VA),5,挪,0.000705744
6442,懦弱,"nuòruò ",cowardly,,,(VS),5,懦弱,0.000448841
6443,諾言,"nuòyán ",promise,,,(N),5,诺言,0.000527301
6444,女方,"nǚfāng ",Woman,,,(N),5,女方,0.000425537
6445,虐待,"nüèdài ",abuse,,,(VA),5,虐待,0.000680124
6446,歐洲,ōuzhōu,Europe,,,(N),5,欧洲,0.0103187
6447,偶而/爾,"ǒuér/ ěr ",Occasionally/er,,,(Adv),5,偶而/尔,
6448,趴,"pā ",lie,,,(VA),5,趴,0.00161454
6449,拍馬屁,"pāimăpì ",flattering,,,(VA),5,拍马屁,0.0000846995
6450,拍攝,"pāishè ",shooting,,,(VA),5,拍摄,0.00810923
6451,拍照,pāizhào,Photograph,,,(VA),5,拍照,0.00209149
6452,拍子,"pāizi ",beat,,,(N),5,拍子,0.0000652719
6453,排除,"páichú ",exclude,,,(VA),5,排除,0.00311586
6454,排擠,"páijǐ ",exclude,,,(VA),5,排挤,0.000186745
6455,排名,"páimíng ",Ranking,,,(VA),5,排名,0.00544254
6456,派出所,"pàichūsuǒ ",police station,,,(N),5,派出所,0.00317666
6457,派對,pàiduì,party,,,(N),5,派对,
6458,派遣,"pàiqiăn ",send,,,(VA),5,派遣,0.00104194
6459,派頭,"pàitóu ",style,,,(N),5,派头,0.000100144
6460,判,pàn,judge,,,(VA),5,判,0.00248626
6461,盼,"pàn ",hope,,,(VS),5,盼,0.00156638
6462,旁人,"pángrén ",Others,,,(N),5,旁人,0.000502998
6463,旁聽,"pángtīng ",Observe,,,(VA),5,旁听,0.000370393
6464,拋,"pāo ",throw,,,(VA),5,抛,0.00262573
6465,拋棄,"pāoqì ",abandon,,,(VA),5,抛弃,0.00156203
6466,跑道,"păodào ",track,,,(N),5,跑道,0.00055069
6467,泡沫,"pàomò ",Foam,,,(N),5,泡沫,0.00191692
6468,陪伴,péibàn,accompany,,,(VA),5,陪伴,0.00190598
6469,培訓,"péixùn ",training,,,(VA),5,培训,0.0108617
6470,培育,"péiyù ",cultivate,,,(VA),5,培育,0.00275339
6471,配給,pèijǐ,rationing,,,(VA),5,配给,0.0000899999
6472,配音,"pèiyīn ",dubbing,,,(VA),5,配音,0.000601612
6473,噴漆,"pēnqī ",spray paint,,,(VA),5,喷漆,0.000106602
6474,盆地,"péndì ",basin,,,(N),5,盆地,0.000499657
6475,蓬勃,"péngbó ",vigorous,,,(VS),5,蓬勃,0.000322414
6476,捧場,"pěngchăng ",Support,,,(VA),5,捧场,0.00037957
6477,批發,"pīfā  ",wholesale,,,(VA),5,批发,0.00198744
6478,批准,"pīzhŭn ",approve,,,(VA),5,批准,0.00696281
6479,疲憊,"píbèi ",exhausted,,,(VS),5,疲惫,0.00133433
6480,譬如,"pìrú ",for example,,,(Prep),5,譬如,0.000637663
6481,偏差,piānchā,deviation,,,(N),5,偏差,0.000671786
6482,片刻,"piànkè ",moment,,,(N),5,片刻,0.0014056
6483,拼,"pīn ",spell,,,(VA),5,拼,0.00434639
6484,貧苦,"pínkŭ ",poor,,,(VS),5,贫苦,0.000171284
6485,貧民,"pínmín ",poor,,,(N),5,贫民,0.0000938291
6486,品味,"pǐnwèi ",taste,,,(N),5,品味,0.00112013
6487,品種,"pǐnzhǒng ",variety,,,(N),5,品种,0.00786347
6488,乒乓球/桌球,pīnpāngqiú/zhuōqiú,Table tennis/snooker,,,(N),5,乒乓球/桌球,
6489,平凡,"píngfán ",ordinary,,,(VS),5,平凡,0.00139738
6490,平面,"píngmiàn ",flat,,,(N),5,平面,0.00123769
6491,平穩,"píngwěn ",smooth,,,(VS),5,平稳,0.0022471
6492,平行,"píngxíng ",parallel,,,(VS),5,平行,0.000751026
6493,評估,"pínggū ",Evaluate,,,(VA),5,评估,0.00520179
6494,評價,"píngjià ",evaluate,,,(N),5,评价,0.00922002
6495,評論,"pínglùn ",Comment,,,(VA),5,评论,0.00940566
6496,潑,"pō ",splash,,,(VA),5,泼,0.000796142
6497,婆家,"pójiā ",husband's family,,,(N),5,婆家,0.000183967
6498,破案,"pòàn ",Solve the case,,,(VA),5,破案,0.000475662
6499,破產,"pòchăn ",Bankruptcy,,,(VS),5,破产,0.00193251
6500,破除,"pòchú ",get rid of,,,(VA),5,破除,0.000287738
6501,破獲,"pòhuò ",cracked,,,(VA),5,破获,0.000591351
6502,破例,"pòlì ",Make an exception,,,(VS),5,破例,0.000167317
6503,破碎,"pòsuì ",broken,,,(VS),5,破碎,0.000765641
6504,迫害,"pòhài ",persecution,,,(VA),5,迫害,0.000476235
6505,魄力,"pòlì ",Courage,,,(N),5,魄力,0.000228446
6506,樸素,"púsù ",simple,,,(VS),5,朴素,0.000553112
6507,曝光,"pùguāng ",exposure,,,(VS),5,曝光,0.00257177
6508,暴露,"pùlù ",exposed,,,(VS),5,暴露,0.00263433
6509,漆,"qī ",paint,,,(N),5,漆,0.00105715
6510,淒涼,"qīliáng ",desolate,,,(VS),5,凄凉,0.00047486
6511,欺侮,"qīwŭ ",bully,,,(VA),5,欺侮,0.0000907859
6512,奇觀,"qíguān ",spectacle,,,(N),5,奇观,0.000269516
6513,奇蹟,"qíjī ",Miracle,,,(N),5,奇蹟,
6514,奇妙,"qímiào ",wonderful,,,(VS),5,奇妙,0.000774893
6515,奇異,"qíyì ",strange,,,(VS),5,奇异,0.000381206
6516,期待,qídài,expect,,,(VS),5,期待,0.0121416
6517,期貨,"qíhuò ",futures,,,(N),5,期货,0.00565273
6518,期望,"qíwàng ",expect,,,(VS),5,期望,0.0025776
6519,旗幟,"qízhì ",banner,,,(N),5,旗帜,0.00125535
6520,乞丐,"qǐgài ",beggar,,,(N),5,乞丐,0.000585541
6521,啟,"qǐ ",start,,,(VA),5,启,0.00125862
6522,啟發,"qǐfā ",Inspire,,,(VA),5,启发,0.0010738
6523,啟示,"qǐshì ",Enlightenment,,,(N),5,启示,0.000852194
6524,啟事,"qǐshì ",notice,,,(N),5,启事,0.000218372
6525,起步,"qǐbù ",Start,,,(VA),5,起步,0.001645
6526,起伏,"qǐfú ",ups and downs,,,(VA),5,起伏,0.000918332
6527,起碼,"qǐmă ",at least,,,(Adv),5,起码,0.00186365
6528,起源,"qǐyuán ",origin,,,(N),5,起源,0.00050287
6529,氣概,"qìgài ",spirit,,,(N),5,气概,0.000287956
6530,氣管,"qìguăn ",trachea,,,(N),5,气管,0.000700863
6531,氣派,"qìpài ",style,,,(VS),5,气派,0.000362989
6532,氣勢,"qìshì ",momentum,,,(N),5,气势,0.00143361
6533,氣體,"qìtǐ ",gas,,,(N),5,气体,0.00154463
6534,氣壓,"qìyā ",air pressure,,,(N),5,气压,0.000265915
6535,契機,"qìjī ",Opportunity,,,(N),5,契机,0.00104907
6536,棄權,"qìquán ",abstain,,,(VA),5,弃权,0.000995793
6537,恰當,"qiàdàng ",appropriate,,,(VS),5,恰当,0.000950931
6538,恰好,"qiàhăo ",exactly,,,(Adv),5,恰好,0.000882371
6539,恰恰,"qiàqià ",precisely,,,(Adv),5,恰恰,0.00161625
6540,洽商,"qiàshāng ",Negotiate,,,(VA),5,洽商,0.0000276808
6541,洽談,"qiàtán ",Negotiate,,,(VA),5,洽谈,0.000812065
6542,鉛,"qiān ",lead,,,(N),5,铅,0.00131633
6543,牽連,"qiānlián ",implicated,,,(VS),5,牵连,0.000315605
6544,簽署,"qiānshù ",sign,,,(VA),5,签署,0.00324638
6545,謙遜,"qiānxùn ",humble,,,(VS),5,谦逊,0.000191381
6546,前輩,"qiánbèi ",senior,,,(N),5,前辈,0.00121582
6547,前程,"qiánchéng ",future,,,(N),5,前程,0.000323656
6548,前後,"qiánhòu ",before and after,,,(N),5,前后,0.00407429
6549,前景,"qiánjǐng ",prospect,,,(N),5,前景,0.0040357
6550,前科,"qiánkē ",Criminal record,,,(N),5,前科,0.00010811
6551,前提,"qiántí ",premise,,,(N),5,前提,0.00416898
6552,潛藏,"qiáncáng ",Hidden,,,(VA),5,潜藏,0.000157348
6553,潛力,"qiánlì ",potential,,,(N),5,潜力,0.0036707
6554,虔誠,"qiánchéng ",pious,,,(VS),5,虔诚,0.000399481
6555,淺薄,"qiănbó ",shallow,,,(VS),5,浅薄,0.000142286
6556,淺顯,"qiănxiăn ",Simple,,,(VS),5,浅显,0.00010716
6557,腔調,"qiāngdiào ",accent,,,(N),5,腔调,0.000183383
6558,牆角,"qiángjiăo ",corner,,,(N),5,墙角,0.00035839
6559,強勁,"qiángjìn ",strong,,,(VS),5,强劲,0.00273596
6560,強求,"qiángqiú ",force,,,(VA),5,强求,0.000536255
6561,強權,"qiángquán ",power,,,(N),5,强权,0.000182007
6562,強壯,"qiángzhuàng ",strong,,,(VS),5,强壮,0.000504171
6563,瞧不起,"qiáobùqǐ ",look down,,,(VS),5,瞧不起,0.000283691
6564,橋樑,"qiáoliáng ",bridge,,,(N),5,桥樑,
6565,巧合,"qiăohé ",coincide,,,(VS),5,巧合,0.000683422
6566,俏,"qiào ",pretty,,,(VS),5,俏,0.000918035
6567,翹,"qiào ",warped,,,(VS),5,翘,0.00140201
6568,峭壁,"qiàobì ",cliff,,,(N),5,峭壁,0.0001344
6569,蹺課,"qiàokè ",Skip class,,,(VA),5,跷课,
6570,切磋,"qiēcuō ",Discuss,,,(VA),5,切磋,0.000260631
6571,切實,"qièshí ",practical,,,(VS),5,切实,0.00444545
6572,竊賊,"qièzéi ",thief,,,(N),5,窃贼,0.000227751
6573,親熱,"qīnrè ",affectionate,,,(VS),5,亲热,0.000363213
6574,親身,"qīnshēn ",personally,,,(Adv),5,亲身,0.000446388
6575,親生,"qīnshēng ",biological child,,,(VS),5,亲生,0.000432521
6576,侵犯,"qīnfàn ",infringe,,,(VA),5,侵犯,0.00206761
6577,侵略,"qīnlüè ",aggression,,,(VA),5,侵略,0.00199358
6578,侵蝕,"qīnshí ",erosion,,,(VA),5,侵蚀,0.000561949
6579,侵襲,"qīnxí ",invade,,,(VA),5,侵袭,0.000469751
6580,欽佩,"qīnpèi ",admiration,,,(VS),5,钦佩,0.000332951
6581,琴,"qín ",piano,,,(N),5,琴,0.0024423
6582,勤奮,"qínfèn ",diligent,,,(VS),5,勤奋,0.000939273
6583,青春,"qīngchūn ",youth,,,(N),5,青春,0.00456772
6584,青翠,"qīngcuì ",verdant,,,(VS),5,青翠,0.0000611825
6585,青蛙,"qīngwā ",frog,,,(N),5,青蛙,0.000507629
6586,清澈,"qīngchè ",clear,,,(VS),5,清澈,0.000658928
6587,清潔,"qīngjié ",clean,,,(VS),5,清洁,0.00249225
6588,清靜,"qīngjìng ",quiet,,,(VS),5,清静,0.000273776
6589,清廉,"qīnglián ",honest,,,(VS),5,清廉,0.000187855
6590,清幽,"qīngyōu ",Quiet,,,(VS),5,清幽,0.0000924429
6591,清掃,"qīngsăo ",clean,,,(VA),5,清扫,0.000484223
6592,輕薄,"qīngbó ",Thin and light,,,(VS),5,轻薄,0.000497904
6593,輕蔑,"qīngmiè ",contempt,,,(VS),5,轻蔑,0.000242887
6594,輕易,"qīngyì ",easily,,,(Adv),5,轻易,0.00295814
6595,情報,"qíngbào ",intelligence,,,(N),5,情报,0.00295199
6596,情操,"qíngcāo ",sentiment,,,(N),5,情操,0.000253764
6597,情婦,"qíngfù ",mistress,,,(N),5,情妇,0.000239504
6598,情節,"qíngjié ",plot,,,(N),5,情节,0.00242653
6599,情景,"qíngjǐng ",scene,,,(N),5,情景,0.00202848
6600,情侶,"qínglǚ ",couple,,,(N),5,情侣,0.00231057
6601,情趣,"qíngqù ",Interesting,,,(N),5,情趣,0.000703115
6602,慶幸,"qìngxìng ",Fortunately,,,(VS),5,庆幸,0.000946045
6603,丘陵,"qiūlíng ",hills,,,(N),5,丘陵,0.000256154
6604,求學,"qiúxué ",study,,,(VA),5,求学,0.000391547
6605,求助,"qiúzhù ",Ask for help,,,(VA),5,求助,0.00108294
6606,屈服,"qūfú ",yield,,,(VS),5,屈服,0.000416338
6607,趨勢,"qūshì ",trend,,,(N),5,趋势,0.00866896
6608,渠道,"qúdào ",channel,,,(N),5,渠道,0.00566958
6609,取材,"qŭcái ",Draw materials,,,(VS),5,取材,0.00030289
6610,取締,"qŭdì ",ban,,,(VA),5,取缔,0.00080191
6611,取樣,"qŭyàng ",sampling,,,(N),5,取样,0.0003279
6612,取悅,"qŭyuè ",please,,,(VA),5,取悦,0.000315408
6613,趣味,"qùwèi ",taste,,,(N),5,趣味,0.000646139
6614,圈子,"quānzi ",circle,,,(N),5,圈子,0.000827621
6615,拳,"quán ",fist,,,(M),5,拳,0.00245955
6616,全力,"quánlì ",all out,,,(Adv),5,全力,0.00310847
6617,全盤,"quánpán ",overall,,,(Det),5,全盘,0.000269973
6618,權力,"quánlì ",that power,,,(N),5,权力,0.0055475
6619,權威,"quánwēi ",authority,,,(N),5,权威,0.00274792
6620,權益,"quányì ",rights and interests,,,(N),5,权益,0.00444381
6621,泉源,"quányuán ",source,,,(N),5,泉源,0.0000264115
6622,勸導,"quàndăo ",persuade,,,(VA),5,劝导,0.000144708
6623,勸告,"quàngào ",advice,,,(N),5,劝告,0.000217724
6624,缺陷,"quēxiàn ",defect,,,(N),5,缺陷,0.00232349
6625,確保,"quèbăo ",make sure,,,(VA),5,确保,0.00710622
6626,確切,"quèqiè ",exact,,,(VS),5,确切,0.00101395
6627,群島,qúndăo,islands,,,(N),5,群岛,0.0000798824
6628,群居,"qúnjū ",social,,,(VS),5,群居,0.0000575976
6629,染料,"rănliào ",dye,,,(N),5,染料,0.000299003
6630,嚷,"răng ",shout,,,(VA),5,嚷,0.000409811
6631,饒,"ráo ",Rao,,,(VA),5,饶,0.00078261
6632,熱潮,"rècháo ",upsurge,,,(N),5,热潮,0.00108865
6633,熱帶,"rèdài ",tropical,,,(N),5,热带,
6634,熱量,"rèliàng ",heat,,,(N),5,热量,0.00129164
6635,熱水瓶,"rèshuǐpíng ",thermos,,,(N),5,热水瓶,0.0000612887
6636,仁愛,"rénài ",benevolence,,,(N),5,仁爱,0.000109289
6637,人次,"réncì ",Visitors,,,(N),5,人次,0.000224994
6638,人道,"réndào ",humane,,,(N),5,人道,0.000535703
6639,人禍,"rénhuò ",Man-made disaster,,,(N),5,人祸,0.0000587872
6640,人際,rénjì,interpersonal,,,(N),5,人际,0.00041808
6641,人情,"rénqíng ",Favor,,,(N),5,人情,
6642,人群,"rénqún ",crowd,,,(N),5,人群,0.00503205
6643,人士,"rénshì ",person,,,(N),5,人士,0.017677
6644,人手,"rénshǒu ",manpower,,,(N),5,人手,0.000941982
6645,人選,"rénxuăn ",candidates,,,(N),5,人选,0.00133721
6646,人造,"rénzào ",artificial,,,(VS),5,人造,0.000617709
6647,忍痛,"rěntòng ",reluctantly,,,(VS),5,忍痛,0.000163159
6648,任期,"rènqí ",term of office,,,(N),5,任期,0.00083171
6649,任意,"rènyì ",arbitrary,,,(VS),5,任意,0.00231323
6650,認錯,"rèncuò ",admit mistake,,,(VA),5,认错,0.000466639
6651,認定,"rèndìng ",identify,,,(VA),5,认定,0.00362826
6652,日程,"rìchéng ",schedule,,,(N),5,日程,0.000646994
6653,日光燈,"rìguāngdēng ",fluorescent lamp,,,(N),5,日光灯,0.0000489619
6654,日益,"rìyì ",increasingly,,,(Adv),5,日益,0.003936
6655,容量,"róngliàng ",capacity,,,(N),5,容量,0.00262969
6656,容納,"róngnà ",accommodate,,,(VS),5,容纳,0.000771069
6657,容器,"róngqì ",container,,,(N),5,容器,0.000726473
6658,容許,"róngxŭ ",allow,,,(VA),5,容许,0.00033704
6659,溶,"róng ",dissolve,,,(VS),5,溶,0.00139958
6660,溶化,"rónghuà ",melt,,,(VS),5,溶化,0.000131516
6661,融合,"rónghé ",Fusion,,,(VA),5,融合,0.00275236
6662,融洽,róngqià,rapport,,,(VS),5,融洽,0.000450892
6663,榮譽,"róngyù ",honor,,,(N),5,荣誉,0.00250414
6664,揉,"róu ",rub,,,(VA),5,揉,0.00102238
6665,柔軟,"róuruăn ",soft,,,(VS),5,柔软,0.00122363
6666,肉麻,"ròumá ",Nasty,,,(VS),5,肉麻,0.000205832
6667,肉體,"ròutǐ ",flesh,,,(N),5,肉体,0.000527492
6668,儒家,"rújiā ",Confucianism,,,(N),5,儒家,0.000710035
6669,入超,rùchāo,Enter the Super League,,,(VS),5,入超,0.0000263371
6670,入世,"rùshì ",Join the WTO,,,(VS),5,入世,0.000834042
6671,軟弱,"ruănruò ",weak,,,(VS),5,软弱,0.000654621
6672,軟體,"ruăntǐ ",software,,,(N),5,软体,0.0000653038
6673,若,"ruò ",like,,,(Conj),5,若,0.0129003
6674,若干,"ruògān ",several,,,(Det),5,若干,0.0027182
6675,撒謊,"sāhuăng ",lie,,,(VA),5,撒谎,0.00042721
6676,撒,"să ",spread,,,(VA),5,撒,0.00351072
6677,灑,"să ",sprinkle,,,(VA),5,洒,0.00123657
6678,塞車,"sāichē ",traffic jam,,,(VS),5,塞车,0.000265756
6679,賽,"sài ",race,,,(VA),5,赛,0.0124329
6680,散文,"sănwén ",prose,,,(N),5,散文,0.000609106
6681,散布/佈,"sànbù ",spread/cloth,,,(VA),5,散布/佈,
6682,喪事,"sāngshì ",funeral,,,(N),5,丧事,0.000140507
6683,嗓子,"săngzi ",voice,,,(N),5,嗓子,0.000988841
6684,喪生,"sàngshēng ",lost their lives,,,(VS),5,丧生,0.000619775
6685,騷動,"sāodòng ",commotion,,,(VA),5,骚动,0.000272607
6686,嫂子,"săozi ",sister in law,,,(N),5,嫂子,0.000534534
6687,色澤,"sèzé ",color,,,(N),5,色泽,0.000617348
6688,剎/煞車,"shāchē ",brake/brake,,,(VA),5,剎/煞车,
6689,沙拉,"shālā ",salad,,,(N),5,沙拉,0.000389943
6690,沙啞,"shāyă ",hoarse,,,(VS),5,沙哑,0.00020502
6691,傻瓜,"shăguā ",fool,,,(N),5,傻瓜,0.000940787
6692,山峰,"shānfēng ",mountain peak,,,(N),5,山峰,0.000351252
6693,山谷,"shāngŭ ",valley,,,(N),5,山谷,0.000525346
6694,山脈,"shānmài  ",mountains,,,(N),5,山脉,0.000192072
6695,閃電,"shăndiàn ",lightning,,,(N),5,闪电,0.00101412
6696,閃爍,"shănshuò ",flashing,,,(VA),5,闪烁,0.000869142
6697,閃耀,"shănyào ",shine,,,(VS),5,闪耀,0.000525081
6698,擅長,"shàncháng ",good at,,,(VS),5,擅长,0.00114551
6699,傷口,"shāngkǒu ",Wound,,,(N),5,伤口,0.0019554
6700,傷亡,"shāngwáng ",casualties,,,(VS),5,伤亡,0.00185373
6701,商榷,"shāngquè ",Discuss,,,(VA),5,商榷,0.000231155
6702,商討,"shāngtăo ",discuss,,,(VA),5,商讨,0.000539537
6703,賞,"shăng ",reward,,,(VA),5,赏,0.0013453
6704,尚,"shàng ",still,,,(Adv),5,尚,0.0064512
6705,上吊,"shàngdiào ",Hang yourself,,,(VA),5,上吊,0.000172437
6706,上好,"shànghăo ",Excellent,,,(VS),5,上好,0.00042542
6707,上進,"shàngjìn ",Make progress,,,(VS),5,上进,0.000314336
6708,上空,"shàngkōng ",over the sky,,,(N),5,上空,0.00108722
6709,上路,"shànglù ",Hit the road,,,(VA),5,上路,0.000893285
6710,上門,"shàngmén ",door-to-door,,,(VA),5,上门,0.00146402
6711,上司,"shàngsī ",boss,,,(N),5,上司,0.000799324
6712,上旬,"shàngxún ",Early ten days,,,(N),5,上旬,0.000747462
6713,上演,"shàngyăn ",stage,,,(VA),5,上演,0.00238217
6714,上癮,"shàngyǐn ",addictive,,,(VS),5,上瘾,0.000388886
6715,上漲,shàngzhǎng,rise,,,(VS),5,上涨,0.012035
6716,燒香,"shāoxiāng ",burn incense,,,(VA),5,烧香,0.000215817
6717,奢侈,"shēchǐ ",luxury,,,(VS),5,奢侈,0.00102436
6718,奢望,"shēwàng ",extravagant hope,,,(VS),5,奢望,0.000616562
6719,設,"shè ",set up,,,(VA),5,设,0.00823278
6720,設施,"shèshī ",facility,,,(N),5,设施,0.00917945
6721,設想,"shèxiăng ",Imagine,,,(VA),5,设想,0.00137165
6722,射擊,"shèjí ",shooting,,,(VA),5,射击,0.00130029
6723,射手,"shèshǒu ",shooter,,,(N),5,射手,0.00525254
6724,涉及,"shèjí ",involving,,,(VS),5,涉及,0.00742866
6725,涉嫌,"shèxián ",suspected of,,,(VS),5,涉嫌,0.00300363
6726,社論,"shèlùn ",editorial,,,(N),5,社论,0.000727716
6727,社區,shèqū,Community,,,(N),5,社区,0.0102908
6728,攝取,"shèqŭ ",ingest,,,(VA),5,摄取,0.000370016
6729,攝氏,"shèshì ",Celsius,,,(N),5,摄氏,0.000142377
6730,攝影機,shèyǐngjī,camera,,,(N),5,摄影机,0.000165665
6731,深奧,"shēnào ",profound,,,(VS),5,深奥,0.000189618
6732,深沉,"shēnchén ",deep,,,(VS),5,深沉,0.000622404
6733,深度,"shēndù ",depth,,,(N),5,深度,0.00234379
6734,深厚,"shēnhòu ",deep,,,(VS),5,深厚,0.00134875
6735,深切,"shēnqiè ",deep,,,(VS),5,深切,0.000634205
6736,深造,"shēnzào ",further study,,,(VA),5,深造,0.000311075
6737,身段,"shēnduàn ",figure,,,(N),5,身段,0.000234512
6738,身教,"shēnjiào ",Teach by example,,,(N),5,身教,0.0000312657
6739,身為,shēnwéi,Being,,,(VA),5,身为,
6740,身子,"shēnzi ",body,,,(N),5,身子,
6741,伸張,"shēnzhāng ",stretch,,,(VA),5,伸张,0.0000522069
6742,神情,"shénqíng ",look,,,(N),5,神情,0.00162444
6743,審核,"shěnhé ",review,,,(VA),5,审核,0.00210111
6744,審判,"shěnpàn ",trial,,,(VA),5,审判,0.00203576
6745,審慎,"shěnshèn ",careful,,,(VS),5,审慎,0.000288503
6746,審議,"shěnyì ",review,,,(VA),5,审议,0.00399788
6747,甚,"shèn ",very,,,(Adv),5,甚,0.00470715
6748,滲入,"shènrù ",Penetrate,,,(VA),5,渗入,0.000256026
6749,生詞,shēngcí,new words,,,(N),5,生词,0.0000405493
6750,生火,"shēnghuǒ ",Make a fire,,,(VA),5,生火,0.000089405
6751,生理,"shēnglǐ ",physiological,,,(N),5,生理,0.00224058
6752,生平,"shēngpíng ",life,,,(N),5,生平,0.000368136
6753,生前,"shēngqián ",Before death,,,(N),5,生前,0.000899244
6754,生人,"shēngrén ",stranger,,,(N),5,生人,0.000223098
6755,生死,"shēngsǐ ",life and death,,,(N),5,生死,0.00139394
6756,生態,"shēngtài ",ecology,,,(N),5,生态,0.00681699
6757,生物,"shēngwù ",biology,,,(N),5,生物,0.00579616
6758,生效,"shēngxiào ",Take effect,,,(VS),5,生效,0.00120994
6759,生硬,"shēngyìng ",stiff,,,(VS),5,生硬,0.000237873
6760,生育,shēngyù,fertility,,,(VA),5,生育,0.00134257
6761,生育,shēngyù,fertility,,,(N),5,生育,0.00134257
6762,生殖,"shēngzhí ",reproduction,,,(VA),5,生殖,0.000717954
6763,升遷,"shēngqiān ",promotion,,,(VA),5,升迁,0.00019845
